Subject's age,Subject's gender,Subject's race,"Dispositions/Exclusions INTERNAL USE, NOT FOR ANALYSIS",Location of death (state),Cause of death,Date (Year),Age Range
40-50,Male,Race unspecified,Unreported,IL,Vehicle,2011,48
30-40,Male,European-American/White,Drug overdose,MO,Tasered,2011,32
20-30,Male,African-American/Black,Justified,OR,Medical emergency,2011,26
50-60,Male,European-American/White,Unreported,IN,Vehicle,2011,56
30-40,Female,Race unspecified,Criminal,VA,Vehicle,2011,36
30-40,Female,Race unspecified,Criminal,VA,Vehicle,2011,36
20-30,Male,European-American/White,Cleared,CA,Vehicle,2011,26
40-50,Female,European-American/White,Unreported,IL,Vehicle,2011,42
20-30,Male,European-American/White,Suicide,NE,Gunshot,2011,20
50-60,Male,African-American/Black,Justified,CA,Gunshot,2011,56
20-30,Male,European-American/White,Unreported,LA,Gunshot,2011,25
30-40,Male,European-American/White,Unreported,ID,Medical emergency,2011,30
20-30,Male,European-American/White,Accidental,OK,Tasered,2011,27
20-30,Male,European-American/White,Unreported,IN,Gunshot,2011,29
10-20,Male,Race unspecified,Unreported,OH,Vehicle,2011,19
20-30,Male,European-American/White,Justified,GA,Gunshot,2011,29
20-30,Male,Hispanic/Latino,Grand jury/No bill or Cleared,TX,Gunshot,2011,21
20-30,Male,African-American/Black,Unreported,IL,Gunshot,2011,23
30-40,Female,European-American/White,Unreported,MO,Gunshot,2011,34
30-40,Male,European-American/White,Suicide,IN,Gunshot,2011,34
30-40,Male,Race unspecified,Unreported,AL,Gunshot,2011,39
40-50,Male,African-American/Black,Unreported,TX,Gunshot,2011,41
70+,Male,European-American/White,Justified,FL,Gunshot,2011,74
70+,Male,European-American/White,Grand jury/No bill or Cleared,TX,Gunshot,2011,70
40-50,Male,African-American/Black,Justified,MS,Gunshot,2011,40
20-30,Male,Hispanic/Latino,Unreported,CA,Gunshot,2011,23
50-60,Male,European-American/White,Unreported,FL,Vehicle,2011,50
50-60,Male,European-American/White,Unreported,OK,Burned/Smoke inhalation,2011,57
50-60,Male,African-American/Black,Justified,SC,Gunshot,2011,52
0-10,Male,African-American/Black,Criminal,OH,Vehicle,2011,9
10-20,Male,Race unspecified,Unreported,NY,Gunshot,2011,17
20-30,Male,Hispanic/Latino,Justified,NV,Gunshot,2011,23
10-20,Female,Hispanic/Latino,Criminal,TX,Vehicle,2011,18
10-20,Female,Hispanic/Latino,Criminal,TX,Vehicle,2011,13
40-50,Male,African-American/Black,Unreported,MI,Vehicle,2011,43
20-30,Male,African-American/Black,Cleared by district attorney,GA,Gunshot,2011,26
20-30,Male,European-American/White,Justified,OK,Gunshot,2011,29
20-30,Male,Race unspecified,Unreported,NE,Vehicle,2011,28
50-60,Male,European-American/White,Suicide,IA,Gunshot,2011,58
20-30,Male,African-American/Black,Justified,OH,Drowned,2011,20
30-40,Male,African-American/Black,Unreported,IL,Gunshot,2011,32
30-40,Male,European-American/White,Justified,WA,Gunshot,2011,32
10-20,Male,African-American/Black,Unknown,CA,Gunshot,2011,19
50-60,Male,Race unspecified,Suicide,TN,Gunshot,2011,57
10-20,Male,Race unspecified,Unreported,TX,Drug overdose,2011,17
20-30,Male,European-American/White,Unreported,CA,Vehicle,2011,26
10-20,Male,African-American/Black,Justified,IL,Gunshot,2011,19
30-40,Male,Hispanic/Latino,Unreported,TX,Drug overdose,2011,37
30-40,Male,Hispanic/Latino,Unreported,CA,Gunshot,2011,33
30-40,Male,African-American/Black,Unreported,NJ,Gunshot,2011,31
20-30,Male,African-American/Black,Unreported,CO,Tasered,2011,29
10-20,Male,African-American/Black,Unreported,IL,Gunshot,2011,18
40-50,Male,Hispanic/Latino,Unreported,TX,Medical emergency,2011,47
20-30,Male,European-American/White,Justified,NY,Gunshot,2011,21
30-40,Male,European-American/White,Unreported,CA,Gunshot,2011,39
20-30,Male,African-American/Black,Criminal,NC,Tasered,2011,21
20-30,Male,African-American/Black,Unknown,GA,Gunshot,2011,23
30-40,Male,Race unspecified,Other justified (Civilian board/Prosecutor/District Attorney/Coroner),MI,Gunshot,2011,30
20-30,Male,European-American/White,Unreported,WA,Gunshot,2011,29
30-40,Male,Race unspecified,Justified,VA,Gunshot,2011,34
30-40,Male,African-American/Black,Unreported,FL,Gunshot,2011,30
30-40,Male,Race unspecified,Justified,FL,Gunshot,2011,37
20-30,Male,African-American/Black,Unreported,GA,Gunshot,2011,23
20-30,Female,Hispanic/Latino,Unreported,CA,Gunshot,2011,29
20-30,Male,Race unspecified,Unreported,CA,Vehicle,2011,24
40-50,Male,Hispanic/Latino,Justified,CO,Gunshot,2011,49
50-60,Male,African-American/Black,Unreported,NJ,Medical emergency,2011,54
30-40,Male,African-American/Black,Justified,TN,Gunshot,2011,36
30-40,Female,Race unspecified,Unreported,TN,Gunshot,2011,31
30-40,Male,European-American/White,Grand jury/No bill or Cleared,TX,Gunshot,2011,36
10-20,Male,African-American/Black,Justified,IL,Gunshot,2011,13
50-60,Female,European-American/White,Unreported,IL,Vehicle,2011,55
40-50,Male,European-American/White,Unreported,IL,Gunshot,2011,48
40-50,Male,European-American/White,Justified,CO,Gunshot,2011,45
30-40,Male,Race unspecified,Unreported,PA,Gunshot,2011,30
30-40,Male,African-American/Black,Justified,VA,Gunshot,2011,33
20-30,Male,Race unspecified,Unreported,CA,Vehicle,2011,22
10-20,Male,Hispanic/Latino,Unreported,CA,Vehicle,2011,19
10-20,Male,Hispanic/Latino,Grand jury/No bill or Cleared,TX,Vehicle,2011,19
20-30,Female,Native American/Alaskan,Accidental,OK,Vehicle,2011,24
30-40,Male,Race unspecified,Suicide,MO,Gunshot,2011,38
60-70,Male,Race unspecified,Grand jury/No bill or Cleared,NM,Gunshot,2011,60
20-30,Male,European-American/White,Justified,PA,Gunshot,2011,29
60-70,Male,European-American/White,Justified,LA,Gunshot,2011,60
40-50,Male,European-American/White,Justified,UT,Gunshot,2011,43
40-50,Male,Hispanic/Latino,Justified,OH,Gunshot,2011,44
20-30,Male,European-American/White,Ruled suicide,CO,Gunshot,2011,24
20-30,Male,African-American/Black,Unreported,NJ,Gunshot,2011,28
30-40,Male,Hispanic/Latino,Unreported,CA,Gunshot,2011,38
20-30,Male,African-American/Black,Justified,NY,Gunshot,2011,21
30-40,Male,European-American/White,Unreported,MI,Tasered,2011,39
Unknown,Male,Race unspecified,Unreported,CA,Fell from a height,2011,0
30-40,Male,European-American/White,Unreported,CA,Gunshot,2011,33
40-50,Male,European-American/White,Unreported,KY,Gunshot,2011,42
20-30,Male,African-American/Black,Justified,OH,Gunshot,2011,21
10-20,Male,African-American/Black,Justified,TX,Gunshot,2011,19
30-40,Male,European-American/White,Unknown,CA,Gunshot,2011,39
50-60,Male,European-American/White,Justified,IN,Gunshot,2011,50
60-70,Male,Race unspecified,Unreported,OR,Gunshot,2011,60
30-40,Female,European-American/White,Justified,AR,Gunshot,2011,30
50-60,Male,African-American/Black,Grand jury/No bill or Cleared,TX,Gunshot,2011,56
20-30,Male,African-American/Black,Grand jury/No bill or Cleared,TX,Gunshot,2011,29
20-30,Male,Native American/Alaskan,Justified,SD,Gunshot,2011,22
40-50,Male,African-American/Black,Unreported,NJ,Drug overdose,2011,45
40-50,Female,African-American/Black,Administrative discipline,CO,Vehicle,2011,41
30-40,Male,African-American/Black,Unreported,IL,Gunshot,2011,35
30-40,Male,African-American/Black,Grand jury/No bill or Cleared,TX,Tasered,2011,30
40-50,Male,Native American/Alaskan,Justified,CA,Gunshot,2011,41
50-60,Male,African-American/Black,Justified,SC,Gunshot,2011,50
30-40,Male,Hispanic/Latino,Grand jury/No bill or Cleared,TX,Gunshot,2011,33
40-50,Male,Race unspecified,Justified,LA,Gunshot,2011,48
20-30,Male,African-American/Black,Other justified (Civilian board/Prosecutor/District Attorney/Coroner),PA,Gunshot,2011,21
70+,Male,European-American/White,Unreported,FL,Gunshot,2011,71
10-20,Male,Race unspecified,Justified,UT,Gunshot,2011,19
20-30,Male,Race unspecified,Unreported,KS,Vehicle,2011,21
30-40,Male,Race unspecified,Unknown,MS,Gunshot,2011,32
10-20,Male,Race unspecified,Unknown,MS,Vehicle,2011,19
20-30,Male,African-American/Black,Unreported,CA,Gunshot,2011,23
30-40,Male,Hispanic/Latino,Justified,CO,Gunshot,2011,33
20-30,Male,African-American/Black,Justified,MO,Gunshot,2011,27
10-20,Male,African-American/Black,Unreported,OH,Tasered,2011,18
50-60,Male,European-American/White,Unreported,WI,Tasered,2011,50
20-30,Male,African-American/Black,Unreported,VA,Tasered,2011,29
50-60,Male,European-American/White,Unreported,CA,Gunshot,2011,54
50-60,Male,European-American/White,Justified,OH,Gunshot,2011,51
20-30,Male,Race unspecified,Unreported,WV,Gunshot,2011,22
70+,Male,European-American/White,Ruled suicide,TX,Drug overdose,2011,76
40-50,Male,European-American/White,Unreported,TX,Gunshot,2011,47
20-30,Male,Hispanic/Latino,Unreported,OK,Vehicle,2011,22
60-70,Female,European-American/White,Unreported,OK,Vehicle,2011,61
40-50,Female,European-American/White,Unreported,OK,Vehicle,2011,43
30-40,Male,African-American/Black,Unreported,GA,Gunshot,2011,31
20-30,Male,European-American/White,Unreported,WA,Gunshot,2011,22
40-50,Male,Hispanic/Latino,Unreported,CA,Tasered,2011,49
40-50,Male,African-American/Black,Unreported,GA,Vehicle,2011,40
60-70,Male,European-American/White,Ruled suicide,CA,Gunshot,2011,67
60-70,Male,African-American/Black,Cleared by district attorney,GA,Gunshot,2011,68
20-30,Male,African-American/Black,Unreported,MD,Gunshot,2011,20
40-50,Male,African-American/Black,Unreported,FL,Gunshot,2011,49
30-40,Female,African-American/Black,Justified,FL,Gunshot,2011,32
10-20,Male,African-American/Black,Justified,OH,Gunshot,2011,18
30-40,Male,Race unspecified,Justified,NY,Gunshot,2011,32
30-40,Male,European-American/White,Suicide,MO,Gunshot,2011,34
40-50,Male,European-American/White,Suicide,PA,Gunshot,2011,49
40-50,Male,European-American/White,Unreported,MT,Tasered,2011,41
20-30,Male,European-American/White,Unreported,PA,Vehicle,2011,25
30-40,Male,European-American/White,Unreported,TX,Undetermined,2011,30
20-30,Male,European-American/White,Unreported,MI,Vehicle,2011,20
20-30,Male,Hispanic/Latino,Justified,CA,Gunshot,2011,23
50-60,Male,European-American/White,Unreported,OK,Gunshot,2011,59
10-20,Male,Hispanic/Latino,Unreported,KS,Vehicle,2011,18
50-60,Female,Race unspecified,Criminal,SC,Vehicle,2011,55
30-40,Male,European-American/White,Cleared,KS,Burned/Smoke inhalation,2011,31
30-40,Male,Race unspecified,Unreported,AZ,Gunshot,2011,38
10-20,Male,Race unspecified,Unreported,CA,Gunshot,2011,17
40-50,Male,African-American/Black,Suicide,OK,Gunshot,2011,42
50-60,Male,African-American/Black,Unreported,NJ,Medical emergency,2011,52
30-40,Male,European-American/White,Unreported,CA,Gunshot,2011,35
20-30,Male,European-American/White,Grand jury/No bill or Cleared,TX,Gunshot,2011,24
30-40,Male,Race unspecified,Unreported,IL,Gunshot,2011,39
40-50,Male,Race unspecified,Unreported,CA,Undetermined,2011,47
40-50,Male,Race unspecified,Justified,CA,Gunshot,2011,41
30-40,Male,Hispanic/Latino,Grand jury/No bill or Cleared,TX,Gunshot,2011,33
20-30,Male,Race unspecified,Unreported,PA,Gunshot,2011,28
20-30,Male,Hispanic/Latino,Unreported,AZ,Gunshot,2011,21
10-20,Male,African-American/Black,Justified,OH,Gunshot,2011,16
40-50,Male,Race unspecified,Unreported,MI,Vehicle,2011,43
20-30,Male,African-American/Black,Justified,VA,Gunshot,2011,21
30-40,Male,African-American/Black,Criminal,DC,Gunshot,2011,33
30-40,Male,European-American/White,Unreported,CA,Burned/Smoke inhalation,2011,32
20-30,Male,European-American/White,Unreported,FL,Gunshot,2011,26
30-40,Unknown,African-American/Black,Unreported,OK,Tasered,2011,37
20-30,Male,Race unspecified,Unreported,NJ,Vehicle,2011,29
20-30,Male,Race unspecified,Unreported,NJ,Vehicle,2011,24
50-60,Male,Race unspecified,Ruled suicide,CA,Gunshot,2011,50
20-30,Male,European-American/White,Unreported,ME,Vehicle,2011,24
30-40,Male,Race unspecified,Unreported,IN,Vehicle,2011,31
40-50,Male,European-American/White,Grand jury/No bill or Cleared,TX,Gunshot,2011,47
20-30,Male,African-American/Black,Unreported,LA,Drowned,2011,22
20-30,Male,European-American/White,Justified,ID,Gunshot,2011,29
30-40,Male,Race unspecified,Suicide,NM,Gunshot,2011,39
20-30,Male,European-American/White,Suicide,AR,Gunshot,2011,22
20-30,Male,African-American/Black,Unreported,OH,Gunshot,2011,21
20-30,Male,European-American/White,Unreported,CA,Gunshot,2011,25
50-60,Male,Race unspecified,Justified,NC,Tasered,2011,56
20-30,Male,Hispanic/Latino,Unreported,FL,Gunshot,2011,26
50-60,Male,European-American/White,Unreported,IL,Gunshot,2011,50
20-30,Male,European-American/White,Justified,NY,Gunshot,2011,20
20-30,Male,African-American/Black,Unreported,AR,Gunshot,2011,23
30-40,Male,European-American/White,Unreported,MN,Gunshot,2011,31
50-60,Male,Race unspecified,Cleared,CA,Gunshot,2011,51
20-30,Male,African-American/Black,Justified,OH,Gunshot,2011,21
20-30,Male,Hispanic/Latino,Unreported,CA,Gunshot,2011,29
50-60,Male,African-American/Black,Unreported,CA,Gunshot,2011,55
20-30,Male,European-American/White,Unreported,KS,Vehicle,2011,29
20-30,Male,European-American/White,Unreported,IA,Vehicle,2011,24
20-30,Male,European-American/White,Unreported,OH,Vehicle,2011,22
50-60,Female,European-American/White,Justified,NY,Gunshot,2011,50
20-30,Male,Race unspecified,Unreported,PA,Vehicle,2011,24
40-50,Male,European-American/White,Unreported,FL,Gunshot,2011,45
30-40,Male,European-American/White,Justified,MN,Gunshot,2011,31
20-30,Female,Hispanic/Latino,Murder/suicide,MI,Gunshot,2011,25
30-40,Male,Hispanic/Latino,Suicide,MI,Gunshot,2011,36
30-40,Male,African-American/Black,Suicide,SC,Gunshot,2011,39
30-40,Male,African-American/Black,Unreported,PA,Gunshot,2011,37
20-30,Male,European-American/White,Unreported,NJ,Stabbed,2011,20
20-30,Male,Race unspecified,Unreported,NY,Tasered,2011,27
30-40,Male,Hispanic/Latino,Justified,NM,Gunshot,2011,31
10-20,Male,European-American/White,Officer indicted/Guilty,MI,Vehicle,2011,16
50-60,Male,African-American/Black,Unreported,FL,Gunshot,2011,56
20-30,Male,European-American/White,Unreported,NY,Gunshot,2011,23
40-50,Male,European-American/White,Justified,WV,Gunshot,2011,45
10-20,Female,European-American/White,Unreported,KS,Vehicle,2011,19
20-30,Male,Hispanic/Latino,Unreported,TX,Undetermined,2011,22
40-50,Male,Race unspecified,Unreported,KS,Gunshot,2011,41
20-30,Male,African-American/Black,Justified,TN,Gunshot,2011,28
20-30,Female,European-American/White,Unknown,GA,Gunshot,2011,24
40-50,Male,Race unspecified,Unreported,KY,Gunshot,2011,45
40-50,Male,Race unspecified,Suicide,PA,Gunshot,2011,47
30-40,Male,European-American/White,Justified,VA,Gunshot,2011,39
10-20,Female,European-American/White,Criminal,OH,Vehicle,2011,16
20-30,Female,Hispanic/Latino,Unreported,IL,Vehicle,2011,25
20-30,Female,African-American/Black,Unreported,MD,Vehicle,2011,29
20-30,Male,European-American/White,Unreported,IN,Vehicle,2011,22
50-60,Female,European-American/White,Unreported,CA,Vehicle,2011,58
20-30,Male,African-American/Black,Justified,SC,Gunshot,2011,24
60-70,Male,European-American/White,Justified,OH,Vehicle,2011,63
40-50,Male,European-American/White,Justified,OH,Gunshot,2011,48
40-50,Female,European-American/White,Justified,MN,Gunshot,2011,48
40-50,Male,Race unspecified,Ruled suicide,CA,Gunshot,2011,43
30-40,Male,European-American/White,Unreported,AZ,Gunshot,2011,30
50-60,Female,Race unspecified,Unreported,AZ,Gunshot,2011,51
30-40,Male,European-American/White,Justified,NV,Gunshot,2011,30
50-60,Male,African-American/Black,Justified,GA,Gunshot,2011,51
50-60,Female,African-American/Black,Unreported,NY,Gunshot,2011,56
20-30,Male,European-American/White,Suicide,KY,Gunshot,2011,22
20-30,Male,African-American/Black,Justified,VA,Gunshot,2011,20
40-50,Male,European-American/White,Unreported,CA,Gunshot,2011,49
40-50,Male,Hispanic/Latino,Unreported,FL,Gunshot,2011,42
20-30,Male,European-American/White,Justified,SD,Gunshot,2011,22
30-40,Male,African-American/Black,Justified,CA,Gunshot,2011,32
40-50,Male,Hispanic/Latino,Unreported,NY,Gunshot,2011,43
30-40,Male,African-American/Black,Justified,GA,Gunshot,2011,30
30-40,Male,African-American/Black,Justified,GA,Gunshot,2011,35
Unknown,Male,Race unspecified,Unreported,PA,Gunshot,2011,0
20-30,Male,Race unspecified,Suicide,PA,Gunshot,2011,27
30-40,Male,Race unspecified,Suicide,MO,Gunshot,2011,39
30-40,Male,Race unspecified,Unreported,LA,Gunshot,2011,30
20-30,Female,African-American/Black,Criminal,AL,Gunshot,2011,23
40-50,Male,African-American/Black,Justified,MA,Gunshot,2011,44
20-30,Male,Race unspecified,Unknown,GA,Gunshot,2011,25
20-30,Male,European-American/White,Unreported,IL,Vehicle,2011,27
40-50,Male,Hispanic/Latino,Justified,IA,Gunshot,2011,48
20-30,Male,Race unspecified,Suicide,MS,Gunshot,2011,27
20-30,Female,African-American/Black,Unknown,MS,Vehicle,2011,22
10-20,Female,African-American/Black,Unknown,MS,Vehicle,2011,19
40-50,Male,European-American/White,Justified,VA,Gunshot,2011,49
10-20,Male,Native American/Alaskan,Unreported,CA,Vehicle,2011,19
20-30,Male,Hispanic/Latino,Grand jury/No bill or Cleared,TX,Gunshot,2011,23
50-60,Male,Race unspecified,Unreported,WY,Gunshot,2011,55
70+,Male,Race unspecified,Unreported,CA,Gunshot,2011,76
20-30,Male,European-American/White,Justified,NV,Gunshot,2011,25
50-60,Male,European-American/White,Unreported,IL,Gunshot,2011,56
50-60,Male,Hispanic/Latino,Unreported,FL,Gunshot,2011,53
30-40,Male,African-American/Black,Grand jury/No bill or Cleared,TX,Tasered,2011,31
70+,Male,Race unspecified,Unreported,CO,Vehicle,2011,92
30-40,Male,Race unspecified,Other justified (Civilian board/Prosecutor/District Attorney/Coroner),PA,Gunshot,2011,39
20-30,Male,European-American/White,Unreported,CA,Gunshot,2011,26
10-20,Male,Hispanic/Latino,Grand jury/No bill or Cleared,TX,Gunshot,2011,17
40-50,Male,Race unspecified,Unreported,CA,Tasered,2011,44
20-30,Female,Hispanic/Latino,Justified,CO,Gunshot,2011,27
40-50,Male,European-American/White,Justified,AR,Gunshot,2011,48
50-60,Male,European-American/White,Unreported,MI,Gunshot,2011,50
20-30,Male,Race unspecified,Unreported,NY,Vehicle,2011,22
60-70,Male,European-American/White,Unreported,AL,Gunshot,2011,61
40-50,Male,European-American/White,Unreported,CA,Vehicle,2011,42
40-50,Male,African-American/Black,Justified,SC,Gunshot,2011,41
40-50,Male,Asian/Pacific Islander,Unreported,CA,Gunshot,2011,42
20-30,Male,African-American/Black,Criminal,NY,Vehicle,2011,22
40-50,Male,Hispanic/Latino,Accidental,OK,Vehicle,2011,40
40-50,Male,European-American/White,Unreported,SC,Vehicle,2011,49
60-70,Male,European-American/White,Unreported,WA,Vehicle,2011,65
30-40,Male,European-American/White,Unreported,NJ,Gunshot,2011,35
20-30,Male,Hispanic/Latino,Unreported,IL,Gunshot,2011,25
20-30,Male,Hispanic/Latino,Unreported,TX,Gunshot,2011,28
40-50,Male,European-American/White,Unreported,CA,Gunshot,2011,49
20-30,Male,European-American/White,Justified,MN,Gunshot,2011,25
30-40,Female,Race unspecified,Civil suit/Family awarded money,KY,Gunshot,2011,33
30-40,Male,European-American/White,Unreported,OH,Gunshot,2011,33
20-30,Male,Race unspecified,Justified,OH,Gunshot,2011,22
20-30,Male,European-American/White,Unreported,MI,Tasered,2011,27
20-30,Male,African-American/Black,Suicide,SC,Gunshot,2011,20
40-50,Male,European-American/White,Unreported,TX,Undetermined,2011,40
30-40,Male,Race unspecified,Unreported,MO,Tasered,2011,31
